tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1991-475,San Marino,Clay,32,A,19910729,1,101649,1,,Guillermo Perez Roldan,R,178,ARG,21.77138946,33,786,100800,,,Diego Perez,R,178,URU,29.46475017,201,153,6-0 6-1,3,R32,59,0,0,41,34,25,4,7,1,1,0,2,40,22,9,6,6,7,12
1991-475,San Marino,Clay,32,A,19910729,2,101035,,Q,Menno Oosting,R,180,NED,27.19780972,441,36,101216,,WC,Olli Rahnasto,R,183,FIN,25.58247776,548,22,6-0 6-1,3,R32,55,2,1,49,43,30,3,7,1,1,1,3,34,17,6,6,6,1,6
1991-475,San Marino,Clay,32,A,19910729,3,101534,,,Libor Nemecek,R,168,CZE,22.75427789,208,143,100536,,,Fernando Luna,R,175,ESP,33.26214921,223,119,6-2 6-1,3,R32,75,0,0,49,40,21,6,7,3,5,0,0,54,42,15,4,8,6,13
1991-475,San Marino,Clay,32,A,19910729,4,101475,,,Carlos Costa,R,183,ESP,23.26625599,142,249,101460,8,,Jose Francisco Altur,L,190,ESP,23.34565366,121,315,6-4 7-6(5),3,R32,100,1,2,74,44,31,12,11,4,7,0,4,69,46,29,9,11,3,7
1991-475,San Marino,Clay,32,A,19910729,5,101686,4,,Franco Davin,L,173,ARG,21.54414784,47,632,101876,,Q,Massimo Ardinghi,R,175,ITA,20.39698836,257,92,6-1 6-1,3,R32,55,0,2,43,29,23,7,7,1,1,0,2,44,18,6,11,7,2,7
1991-475,San Marino,Clay,32,A,19910729,6,101124,,,Paolo Cane,R,180,ITA,26.30253251,124,300,101416,,,Joao Cunha Silva,R,173,POR,23.66872005,141,253,7-6(5) 6-3,3,R32,112,6,2,77,29,19,27,11,4,7,1,4,67,35,24,11,10,2,6
1991-475,San Marino,Clay,32,A,19910729,7,101370,,,Paolo Pambianco,R,190,ITA,24.04928131,189,163,101792,,,Slava Dosedel,R,183,CZE,20.95550992,140,259,7-6(2) 4-6 6-2,3,R32,160,3,10,106,52,39,22,15,6,10,3,10,102,60,38,18,15,4,9
1991-475,San Marino,Clay,32,A,19910729,8,101746,5,,Renzo Furlan,R,175,ITA,21.19917864,51,594,101368,,,Christian Miniussi,R,185,ARG,24.06570842,161,206,6-3 6-1,3,R32,76,1,1,42,27,21,6,8,0,2,1,6,59,25,13,12,8,4,10
1991-475,San Marino,Clay,32,A,19910729,9,101243,6,,Roberto Azar,L,185,ARG,25.35523614,108,349,101031,,,Massimo Cierro,R,173,ITA,27.22518823,197,158,6-3 6-1,3,R32,45,1,0,38,32,23,5,8,0,1,0,2,49,21,12,11,8,1,6
1991-475,San Marino,Clay,32,A,19910729,10,101490,,,Daniel Orsanic,L,183,ARG,23.12936345,145,238,101420,,,Vaclav Roubicek,R,185,CZE,23.62491444,159,215,6-2 6-2,3,R32,65,4,0,49,32,27,6,8,2,3,1,6,57,37,18,7,8,4,9
1991-475,San Marino,Clay,32,A,19910729,11,101016,,,Marcos Aurelio Gorriz,L,185,ESP,27.40041068,148,235,101765,,,Tomas Anzari,R,180,CZE,21.09514031,144,244,6-4 6-2,3,R32,70,2,0,47,31,22,14,9,0,0,2,3,57,35,22,11,9,1,4
1991-475,San Marino,Clay,32,A,19910729,12,101900,3,,Nicklas Kulti,R,190,SWE,20.26830938,43,676,101009,,Q,John Sobel,R,173,USA,27.44969199,1090,1,6-1 6-1,3,R32,85,3,1,50,29,19,12,7,4,5,0,0,55,31,12,9,7,5,11
1991-475,San Marino,Clay,32,A,19910729,13,101731,7,,Nuno Marques,L,190,POR,21.30321697,115,336,100865,,,Marcelo Ingaramo,L,178,ARG,28.79123888,190,163,6-3 7-5,3,R32,85,2,0,66,36,27,19,11,3,4,0,0,60,45,27,9,10,4,7
1991-475,San Marino,Clay,32,A,19910729,14,101147,,WC,Claudio Mezzadri,R,180,SUI,26.13278576,173,179,101531,,LL,Mario Visconti,R,185,ITA,22.76249144,393,47,7-6(3) 6-3,3,R32,110,4,2,81,55,39,14,11,6,8,5,3,66,41,31,8,10,4,7
1991-475,San Marino,Clay,32,A,19910729,15,101719,,,Frederic Fontang,R,183,FRA,21.36344969,180,174,101328,,Q,Mihnea Ion Nastase,R,183,ROU,24.47091034,348,57,6-3 6-4,3,R32,92,0,2,61,33,23,17,10,3,5,0,5,67,27,17,17,9,8,12
1991-475,San Marino,Clay,32,A,19910729,16,101063,2,,Jordi Arrese,R,175,ESP,26.91307324,30,841,100711,,,Pedro Rebolledo,R,170,CHI,30.61190965,134,279,5-7 6-2 6-2,3,R32,140,0,2,84,61,36,10,14,4,10,0,2,112,81,40,12,14,9,18
1991-475,San Marino,Clay,32,A,19910729,17,101649,1,,Guillermo Perez Roldan,R,178,ARG,21.77138946,33,786,101035,,Q,Menno Oosting,R,180,NED,27.19780972,441,36,2-6 6-0 7-6(4),3,R16,130,0,0,98,74,49,12,13,8,11,8,1,83,41,34,15,13,2,6
1991-475,San Marino,Clay,32,A,19910729,18,101475,,,Carlos Costa,R,183,ESP,23.26625599,142,249,101534,,,Libor Nemecek,R,168,CZE,22.75427789,208,143,6-2 6-2,3,R16,55,5,3,47,26,17,14,8,2,3,0,2,55,34,17,9,8,2,7
1991-475,San Marino,Clay,32,A,19910729,19,101686,4,,Franco Davin,L,173,ARG,21.54414784,47,632,101124,,,Paolo Cane,R,180,ITA,26.30253251,124,300,7-6(2) 7-5,3,R16,119,1,3,100,87,51,7,12,8,12,0,0,76,35,25,16,12,3,8
1991-475,San Marino,Clay,32,A,19910729,20,101746,5,,Renzo Furlan,R,175,ITA,21.19917864,51,594,101370,,,Paolo Pambianco,R,190,ITA,24.04928131,189,163,6-4 6-2,3,R16,91,1,2,58,34,22,17,9,3,4,2,3,71,47,24,12,9,5,9
1991-475,San Marino,Clay,32,A,19910729,21,101243,6,,Roberto Azar,L,185,ARG,25.35523614,108,349,101490,,,Daniel Orsanic,L,183,ARG,23.12936345,145,238,6-4 2-6 6-4,3,R16,130,1,5,86,52,37,14,14,2,5,3,0,79,37,27,24,14,4,7
1991-475,San Marino,Clay,32,A,19910729,22,101900,3,,Nicklas Kulti,R,190,SWE,20.26830938,43,676,101016,,,Marcos Aurelio Gorriz,L,185,ESP,27.40041068,148,235,6-3 6-2,3,R16,77,2,0,45,29,26,10,9,0,0,1,3,60,38,22,11,8,7,10
1991-475,San Marino,Clay,32,A,19910729,23,101147,,WC,Claudio Mezzadri,R,180,SUI,26.13278576,173,179,101731,7,,Nuno Marques,L,190,POR,21.30321697,115,336,6-3 6-3,3,R16,80,2,2,50,28,21,15,9,1,2,2,6,66,36,24,11,9,8,12
1991-475,San Marino,Clay,32,A,19910729,24,101719,,,Frederic Fontang,R,183,FRA,21.36344969,180,174,101063,2,,Jordi Arrese,R,175,ESP,26.91307324,30,841,6-3 6-0,3,R16,83,1,0,60,36,25,11,8,4,5,0,0,49,32,15,6,7,2,7
1991-475,San Marino,Clay,32,A,19910729,25,101649,1,,Guillermo Perez Roldan,R,178,ARG,21.77138946,33,786,101475,,,Carlos Costa,R,183,ESP,23.26625599,142,249,5-7 6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,
1991-475,San Marino,Clay,32,A,19910729,26,101746,5,,Renzo Furlan,R,175,ITA,21.19917864,51,594,101686,4,,Franco Davin,L,173,ARG,21.54414784,47,632,6-2 6-3,3,QF,99,1,0,56,24,14,20,9,3,5,1,5,44,26,15,6,8,3,8
1991-475,San Marino,Clay,32,A,19910729,27,101243,6,,Roberto Azar,L,185,ARG,25.35523614,108,349,101900,3,,Nicklas Kulti,R,190,SWE,20.26830938,43,676,3-6 7-5 6-4,3,QF,180,5,3,124,98,59,11,16,10,16,9,2,95,47,33,21,15,6,12
1991-475,San Marino,Clay,32,A,19910729,28,101719,,,Frederic Fontang,R,183,FRA,21.36344969,180,174,101147,,WC,Claudio Mezzadri,R,180,SUI,26.13278576,173,179,6-4 6-0,3,QF,85,1,0,57,34,18,13,8,2,5,2,2,52,26,11,7,8,3,10
1991-475,San Marino,Clay,32,A,19910729,29,101649,1,,Guillermo Perez Roldan,R,178,ARG,21.77138946,33,786,101746,5,,Renzo Furlan,R,175,ITA,21.19917864,51,594,6-2 6-2,3,SF,80,1,1,41,32,22,8,8,1,2,1,1,50,37,17,6,8,4,9
1991-475,San Marino,Clay,32,A,19910729,30,101719,,,Frederic Fontang,R,183,FRA,21.36344969,180,174,101243,6,,Roberto Azar,L,185,ARG,25.35523614,108,349,6-2 6-2,3,SF,75,1,1,52,28,20,13,8,1,2,0,0,43,29,11,7,8,2,7
1991-475,San Marino,Clay,32,A,19910729,31,101649,1,,Guillermo Perez Roldan,R,178,ARG,21.77138946,33,786,101719,,,Frederic Fontang,R,183,FRA,21.36344969,180,174,6-3 6-1,3,F,105,0,0,64,51,33,4,8,10,12,3,1,76,52,25,10,8,11,17
1991-379,Prague,Clay,32,A,19910805,1,101320,1,,Magnus Gustafsson,R,185,SWE,24.58590007,10,1462,107607,,Q,Lukas Thomas,R,,CZE,,1099,1,6-3 6-2,3,R32,60,2,3,54,35,29,12,9,2,2,2,1,61,40,24,9,8,2,5
1991-379,Prague,Clay,32,A,19910805,2,101475,,,Carlos Costa,R,183,ESP,23.28542094,134,268,101382,,,Marcelo Filippini,R,178,URU,24.00273785,89,422,6-1 6-2,3,R32,74,2,1,48,20,18,18,8,2,2,1,0,61,27,17,13,7,13,17
1991-379,Prague,Clay,32,A,19910805,3,100950,,Q,Libor Pimek,R,196,BEL,28.0054757,357,54,100711,,,Pedro Rebolledo,R,170,CHI,30.63107461,153,224,6-4 6-1,3,R32,69,0,1,43,26,17,11,8,0,2,0,1,68,49,25,4,9,3,9
1991-379,Prague,Clay,32,A,19910805,4,101589,,,Arnaud Boetsch,R,183,FRA,22.34360027,119,319,101900,8,,Nicklas Kulti,R,190,SWE,20.28747433,38,703,6-1 6-4,3,R32,79,4,2,63,36,28,11,9,6,8,0,1,51,23,14,10,8,6,11
1991-379,Prague,Clay,32,A,19910805,5,101511,4,,Horst Skoff,R,175,AUT,22.95140315,27,950,102118,,WC,Radomir Vasek,R,188,CZE,18.86379192,667,13,6-1 6-1,3,R32,58,2,0,45,21,16,14,7,0,1,0,3,40,20,7,6,7,5,11
1991-379,Prague,Clay,32,A,19910805,6,101432,,,Dimitri Poliakov,R,183,UKR,23.54277892,113,341,101877,,Q,Milan Trneny,R,,CZE,20.41615332,634,16,3-6 6-3 6-2,3,R32,117,4,2,91,47,36,25,13,12,14,1,4,88,30,19,32,13,9,13
1991-379,Prague,Clay,32,A,19910805,7,101391,,,Carl Uwe Steeb,L,180,GER,23.92607803,54,591,101243,,,Roberto Azar,L,185,ARG,25.3744011,110,346,6-4 6-4,3,R32,79,3,0,72,35,23,19,10,3,5,1,1,55,41,22,7,10,1,5
1991-379,Prague,Clay,32,A,19910805,8,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.79055441,30,863,101460,,,Jose Francisco Altur,L,190,ESP,23.36481862,123,303,6-4 6-4,3,R32,101,0,0,56,40,26,13,10,0,1,1,0,72,41,25,16,10,7,10
1991-379,Prague,Clay,32,A,19910805,9,101063,5,,Jordi Arrese,R,175,ESP,26.93223819,41,690,101686,,,Franco Davin,L,173,ARG,21.5633128,44,659,6-2 6-2,3,R32,62,0,2,48,30,24,12,8,3,3,0,3,49,38,22,2,8,4,8
1991-379,Prague,Clay,32,A,19910805,10,101404,,,Thomas Muster,L,180,AUT,23.84120465,59,562,101717,,,Diego Nargiso,L,188,ITA,21.3908282,103,361,6-4 6-2,3,R32,78,1,1,62,42,27,14,9,5,6,2,5,46,21,13,11,9,0,4
1991-379,Prague,Clay,32,A,19910805,11,102344,,WC,Karol Kucera,R,188,SVK,17.42094456,500,28,100930,,Q,Paul Vojtischek,R,188,GER,28.14510609,311,70,7-5 6-3,3,R32,93,4,2,63,23,16,26,10,6,7,0,1,71,38,25,14,11,2,6
1991-379,Prague,Clay,32,A,19910805,12,101723,,,Magnus Larsson,R,193,SWE,21.36344969,68,508,101030,3,,Goran Prpic,R,180,CRO,27.25256674,16,1192,6-2 6-4,3,R32,65,2,1,50,23,17,14,9,5,8,1,1,53,33,16,6,9,1,7
1991-379,Prague,Clay,32,A,19910805,13,101276,7,,Horacio De La Pena,L,180,ARG,25.01026694,72,484,100782,,,Pablo Arraya,R,180,PER,29.78781656,116,332,6-7(3) 6-0 6-2,3,R32,120,0,1,73,48,35,14,13,2,4,3,3,86,50,25,14,13,3,10
1991-379,Prague,Clay,32,A,19910805,14,100809,,,Juan Aguilera,R,183,ESP,29.37166324,177,182,102026,,WC,Jan Kodes Jr,R,178,CZE,19.40041068,346,58,6-3 6-4,3,R32,92,4,1,55,25,23,16,10,0,1,0,0,51,28,17,14,9,1,4
1991-379,Prague,Clay,32,A,19910805,15,101746,,,Renzo Furlan,R,175,ITA,21.2183436,51,622,101249,,,Andrei Olhovskiy,R,185,RUS,25.30595483,102,365,7-6(3) 5-7 6-4,3,R32,142,2,0,100,73,41,17,17,6,13,3,3,115,54,34,25,17,10,17
1991-379,Prague,Clay,32,A,19910805,16,101120,2,,Karel Novacek,R,190,CZE,26.34907598,11,1381,101421,,,Veli Paloheimo,R,183,FIN,23.6440794,61,553,6-4 6-3,3,R32,92,0,3,52,28,21,14,9,5,7,2,3,72,40,25,10,10,8,13
1991-379,Prague,Clay,32,A,19910805,17,101320,1,,Magnus Gustafsson,R,185,SWE,24.58590007,10,1462,101475,,,Carlos Costa,R,183,ESP,23.28542094,134,268,6-4 6-1,3,R16,69,0,2,45,27,18,12,8,2,4,2,0,56,22,14,11,9,2,8
1991-379,Prague,Clay,32,A,19910805,18,101589,,,Arnaud Boetsch,R,183,FRA,22.34360027,119,319,100950,,Q,Libor Pimek,R,196,BEL,28.0054757,357,54,6-2 6-3,3,R16,70,2,2,51,38,29,8,9,0,0,1,6,55,34,26,5,8,4,7
1991-379,Prague,Clay,32,A,19910805,19,101511,4,,Horst Skoff,R,175,AUT,22.95140315,27,950,101432,,,Dimitri Poliakov,R,183,UKR,23.54277892,113,341,6-4 6-1,3,R16,81,1,3,66,28,23,17,9,5,7,4,5,62,34,20,9,8,5,10
1991-379,Prague,Clay,32,A,19910805,20,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.79055441,30,863,101391,,,Carl Uwe Steeb,L,180,GER,23.92607803,54,591,6-4 6-0,3,R16,80,0,2,55,43,28,4,8,7,9,0,0,53,29,12,10,8,11,17
1991-379,Prague,Clay,32,A,19910805,21,101404,,,Thomas Muster,L,180,AUT,23.84120465,59,562,101063,5,,Jordi Arrese,R,175,ESP,26.93223819,41,690,6-2 6-3,3,R16,94,0,2,58,49,34,6,9,5,6,0,2,57,40,21,8,8,2,6
1991-379,Prague,Clay,32,A,19910805,22,101723,,,Magnus Larsson,R,193,SWE,21.36344969,68,508,102344,,WC,Karol Kucera,R,188,SVK,17.42094456,500,28,6-1 6-0,3,R16,42,1,0,30,21,17,7,6,0,0,0,4,35,10,6,5,7,1,7
1991-379,Prague,Clay,32,A,19910805,23,101276,7,,Horacio De La Pena,L,180,ARG,25.01026694,72,484,100809,,,Juan Aguilera,R,183,ESP,29.37166324,177,182,6-2 6-3,3,R16,71,1,3,48,32,25,5,9,1,3,5,5,58,23,14,12,8,8,13
1991-379,Prague,Clay,32,A,19910805,24,101120,2,,Karel Novacek,R,190,CZE,26.34907598,11,1381,101746,,,Renzo Furlan,R,175,ITA,21.2183436,51,622,4-6 6-4 7-6(5),3,R16,165,5,9,127,55,36,34,16,14,20,2,4,84,50,34,15,16,1,7
1991-379,Prague,Clay,32,A,19910805,25,101320,1,,Magnus Gustafsson,R,185,SWE,24.58590007,10,1462,101589,,,Arnaud Boetsch,R,183,FRA,22.34360027,119,319,6-2 6-2,3,QF,63,0,4,52,34,25,11,8,4,4,1,2,47,22,10,13,8,0,4
1991-379,Prague,Clay,32,A,19910805,26,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.79055441,30,863,101511,4,,Horst Skoff,R,175,AUT,22.95140315,27,950,3-6 6-4 7-6(2),3,QF,180,1,2,118,100,59,7,16,6,11,5,6,102,62,40,21,15,3,7
1991-379,Prague,Clay,32,A,19910805,27,101404,,,Thomas Muster,L,180,AUT,23.84120465,59,562,101723,,,Magnus Larsson,R,193,SWE,21.36344969,68,508,6-3 6-0,3,QF,60,0,1,47,36,25,8,7,4,4,0,0,50,26,12,8,8,1,6
1991-379,Prague,Clay,32,A,19910805,28,101120,2,,Karel Novacek,R,190,CZE,26.34907598,11,1381,101276,7,,Horacio De La Pena,L,180,ARG,25.01026694,72,484,6-0 6-4,3,QF,90,3,2,53,27,18,16,8,5,6,0,0,59,36,18,8,8,5,10
1991-379,Prague,Clay,32,A,19910805,29,101320,1,,Magnus Gustafsson,R,185,SWE,24.58590007,10,1462,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.79055441,30,863,7-5 6-7(5) 6-2,3,SF,145,2,7,109,68,45,16,16,6,13,0,1,100,72,32,17,16,6,15
1991-379,Prague,Clay,32,A,19910805,30,101120,2,,Karel Novacek,R,190,CZE,26.34907598,11,1381,101404,,,Thomas Muster,L,180,AUT,23.84120465,59,562,6-1 2-6 7-5,3,SF,130,3,1,95,60,42,14,14,5,8,0,1,103,80,46,13,13,12,16
1991-379,Prague,Clay,32,A,19910805,31,101120,2,,Karel Novacek,R,190,CZE,26.34907598,11,1381,101320,1,,Magnus Gustafsson,R,185,SWE,24.58590007,10,1462,7-6(5) 6-2,3,F,93,6,1,57,22,17,23,10,1,2,0,4,74,51,26,16,10,4,7
1991-375,Lyon,Carpet,32,A,19911014,1,101358,,WC,Olivier Delaitre,R,170,FRA,24.36960986,57,551,101098,1,,Guy Forget,L,190,FRA,26.77344285,6,2021,1-6 6-4 6-3,3,R32,103,7,5,72,43,33,15,13,2,4,8,1,87,48,39,17,13,4,6
1991-375,Lyon,Carpet,32,A,19911014,2,101611,,,Cedric Pioline,R,188,FRA,22.32991102,49,615,101507,,,Tomas Carbonell,R,178,ESP,23.18412047,82,433,7-5 6-7(5) 6-3,3,R32,130,5,9,108,61,44,26,17,4,6,7,4,112,72,49,18,16,6,10
1991-375,Lyon,Carpet,32,A,19911014,3,100532,,,Johan Kriek,R,175,USA,33.52498289,474,32,101924,,,Stefano Pescosolido,R,185,ITA,20.33675565,66,503,7-6(5) 6-3,3,R32,88,11,3,79,37,31,25,11,3,3,6,2,79,45,34,16,10,10,11
1991-375,Lyon,Carpet,32,A,19911014,4,102148,,,Fabrice Santoro,R,178,FRA,18.84462697,46,624,101820,8,,Marc Rosset,R,201,SUI,20.93360712,30,834,6-1 6-3,3,R32,88,0,3,57,18,16,19,8,4,5,7,4,64,33,21,8,8,5,10
1991-375,Lyon,Carpet,32,A,19911014,5,101843,3,,Sergi Bruguera,R,188,ESP,20.74195756,9,1624,101589,,,Arnaud Boetsch,R,183,FRA,22.53524983,58,539,3-6 6-3 6-4,3,R32,125,1,1,96,58,38,15,14,4,9,6,1,86,42,26,25,14,5,11
1991-375,Lyon,Carpet,32,A,19911014,6,101703,,,Guillaume Raoux,R,180,FRA,21.66187543,101,394,101179,,,Jean Philippe Fleurian,R,185,FRA,26.08898015,70,487,6-3 6-2,3,R32,87,11,3,66,37,32,12,9,7,7,4,4,49,29,15,14,8,3,6
1991-375,Lyon,Carpet,32,A,19911014,7,100870,,,Christo Van Rensburg,R,185,RSA,28.97467488,92,405,101719,,WC,Frederic Fontang,R,183,FRA,21.5742642,59,530,6-0 7-6(4),3,R32,97,4,12,67,31,24,19,9,2,3,1,4,81,41,27,14,9,11,15
1991-375,Lyon,Carpet,32,A,19911014,8,100529,,,Kevin Curren,R,185,USA,33.61806982,64,507,101196,5,,Derrick Rostagno,R,185,USA,25.96851472,16,1329,6-7(5) 7-6(3) 7-6(4),3,R32,160,18,3,110,55,50,30,18,3,6,11,5,121,69,49,30,18,1,4
1991-375,Lyon,Carpet,32,A,19911014,9,101606,6,,Alberto Mancini,R,180,ARG,22.40109514,22,1022,101500,,,Christian Saceanu,R,190,GER,23.26625599,72,478,2-6 7-5 7-6(2),3,R32,119,3,0,103,76,52,16,16,5,8,7,4,102,63,49,20,16,6,8
1991-375,Lyon,Carpet,32,A,19911014,10,101900,,,Nicklas Kulti,R,190,SWE,20.47912389,60,528,101421,,,Veli Paloheimo,R,183,FIN,23.83572895,88,415,6-2 6-4,3,R32,80,5,1,63,38,31,11,9,4,5,2,1,56,30,14,17,9,2,6
1991-375,Lyon,Carpet,32,A,19911014,11,101251,,Q,Eric Winogradsky,R,188,FRA,25.47843943,271,97,101093,,Q,Steve Devries,R,180,USA,26.84736482,269,98,6-1 3-6 6-3,3,R32,110,7,4,76,40,29,19,13,3,6,4,3,90,65,34,13,12,9,14
1991-375,Lyon,Carpet,32,A,19911014,12,100763,4,,Brad Gilbert,R,185,USA,30.17932923,19,1150,101123,,,Alexander Mronz,R,188,GER,26.51882272,76,468,6-3 7-5,3,R32,94,5,2,61,39,31,13,11,3,4,3,2,66,38,24,13,10,8,11
1991-375,Lyon,Carpet,32,A,19911014,13,101298,7,,Jonas Svensson,R,188,SWE,24.98015058,27,876,101234,,,Patrik Kuhnen,R,190,GER,25.67008898,79,448,1-6 6-3 7-6(3),3,R32,107,4,1,84,45,33,23,14,0,3,6,5,84,45,35,20,14,1,3
1991-375,Lyon,Carpet,32,A,19911014,14,101086,,,Ronald Agenor,R,180,USA,26.91581109,69,492,100955,,Q,Yahiya Doumbia,R,185,SEN,28.13689254,225,131,6-7(9) 7-5 7-5,3,R32,160,9,3,115,76,61,18,18,2,4,8,2,114,64,50,23,18,1,5
1991-375,Lyon,Carpet,32,A,19911014,15,101285,,,Thierry Champion,R,183,FRA,25.11978097,52,602,100676,,WC,Yannick Noah,R,193,FRA,31.40588638,173,191,6-4 6-4,3,R32,105,0,0,69,46,29,16,10,4,5,8,0,61,45,30,7,10,2,5
1991-375,Lyon,Carpet,32,A,19911014,16,101948,2,,Pete Sampras,R,185,USA,20.1724846,7,1777,101071,,Q,Tom Nijssen,R,175,NED,27.03353867,315,73,6-3 6-2,3,R32,66,12,0,58,35,29,12,9,3,3,5,3,47,10,6,19,8,2,5
1991-375,Lyon,Carpet,32,A,19911014,17,101358,,WC,Olivier Delaitre,R,170,FRA,24.36960986,57,551,101611,,,Cedric Pioline,R,188,FRA,22.32991102,49,615,6-2 6-7(6) 7-6(3),3,R16,136,5,5,122,71,53,27,16,5,6,3,1,93,54,40,24,16,3,6
1991-375,Lyon,Carpet,32,A,19911014,18,100532,,,Johan Kriek,R,175,USA,33.52498289,474,32,102148,,,Fabrice Santoro,R,178,FRA,18.84462697,46,624,6-4 6-4,3,R16,80,4,2,65,34,26,13,10,4,7,2,6,70,45,25,10,10,4,9
1991-375,Lyon,Carpet,32,A,19911014,19,101843,3,,Sergi Bruguera,R,188,ESP,20.74195756,9,1624,101703,,,Guillaume Raoux,R,180,FRA,21.66187543,101,394,7-6(8) 7-6(2),3,R16,124,3,0,91,57,38,19,12,3,6,6,3,89,44,33,21,12,8,11
1991-375,Lyon,Carpet,32,A,19911014,20,100529,,,Kevin Curren,R,185,USA,33.61806982,64,507,100870,,,Christo Van Rensburg,R,185,RSA,28.97467488,92,405,6-1 6-2,3,R16,65,,,,,,,,,,,,,,,,,,
1991-375,Lyon,Carpet,32,A,19911014,21,101606,6,,Alberto Mancini,R,180,ARG,22.40109514,22,1022,101900,,,Nicklas Kulti,R,190,SWE,20.47912389,60,528,2-6(8) 7-6 6-4,3,R16,124,7,2,85,56,41,10,11,2,5,3,1,82,53,34,13,11,5,9
1991-375,Lyon,Carpet,32,A,19911014,22,100763,4,,Brad Gilbert,R,185,USA,30.17932923,19,1150,101251,,Q,Eric Winogradsky,R,188,FRA,25.47843943,271,97,7-5 6-1,3,R16,77,3,1,55,30,21,18,10,2,3,3,6,66,40,24,10,9,4,8
1991-375,Lyon,Carpet,32,A,19911014,23,101298,7,,Jonas Svensson,R,188,SWE,24.98015058,27,876,101086,,,Ronald Agenor,R,180,USA,26.91581109,69,492,6-7(4) 6-3 6-1,3,R16,131,5,0,85,53,39,19,14,1,2,2,5,123,82,50,16,14,12,17
1991-375,Lyon,Carpet,32,A,19911014,24,101948,2,,Pete Sampras,R,185,USA,20.1724846,7,1777,101285,,,Thierry Champion,R,183,FRA,25.11978097,52,602,6-1 6-3,3,R16,64,5,3,49,29,23,12,8,6,6,4,0,59,38,20,9,8,5,9
1991-375,Lyon,Carpet,32,A,19911014,25,101358,,WC,Olivier Delaitre,R,170,FRA,24.36960986,57,551,100532,,,Johan Kriek,R,175,USA,33.52498289,474,32,6-2 7-6(3),3,QF,72,3,1,58,29,24,19,10,0,1,2,2,57,27,22,14,10,0,3
1991-375,Lyon,Carpet,32,A,19911014,26,101843,3,,Sergi Bruguera,R,188,ESP,20.74195756,9,1624,100529,,,Kevin Curren,R,185,USA,33.61806982,64,507,6-0 7-6(3),3,QF,77,2,0,60,41,27,14,9,2,3,2,4,61,35,25,7,9,2,6
1991-375,Lyon,Carpet,32,A,19911014,27,100763,4,,Brad Gilbert,R,185,USA,30.17932923,19,1150,101606,6,,Alberto Mancini,R,180,ARG,22.40109514,22,1022,6-2 6-2,3,QF,75,0,1,48,28,20,15,8,0,0,0,0,76,59,29,9,8,5,9
1991-375,Lyon,Carpet,32,A,19911014,28,101948,2,,Pete Sampras,R,185,USA,20.1724846,7,1777,101298,7,,Jonas Svensson,R,188,SWE,24.98015058,27,876,6-2 6-2,3,QF,55,8,2,45,32,27,8,8,2,2,2,1,48,32,19,6,8,4,8
1991-375,Lyon,Carpet,32,A,19911014,29,101358,,WC,Olivier Delaitre,R,170,FRA,24.36960986,57,551,101843,3,,Sergi Bruguera,R,188,ESP,20.74195756,9,1624,6-4 6-4,3,SF,100,1,1,87,51,36,15,10,7,9,4,2,72,45,27,12,10,9,13
1991-375,Lyon,Carpet,32,A,19911014,30,101948,2,,Pete Sampras,R,185,USA,20.1724846,7,1777,100763,4,,Brad Gilbert,R,185,USA,30.17932923,19,1150,6-1 6-2,3,SF,67,4,1,55,36,24,13,8,2,2,1,0,43,20,11,8,7,0,4
1991-375,Lyon,Carpet,32,A,19911014,31,101948,2,,Pete Sampras,R,185,USA,20.1724846,7,1777,101358,,WC,Olivier Delaitre,R,170,FRA,24.36960986,57,551,6-1 6-1,3,F,61,9,2,38,20,19,11,7,2,2,3,5,65,30,17,13,7,14,19
1991-308,Munich,Clay,32,A,19910429,1,100656,1,,Ivan Lendl,R,188,USA,31.1430527,3,2624,101123,,,Alexander Mronz,R,188,GER,26.05886379,77,468,6-2 6-2,3,R32,73,4,2,56,32,26,12,8,2,2,1,2,53,32,16,11,8,3,7
1991-308,Munich,Clay,32,A,19910429,2,101030,,,Goran Prpic,R,180,CRO,26.98425736,31,917,101185,,,Mark Woodforde,L,188,AUS,25.59616701,79,460,6-3 6-2,3,R32,68,6,0,54,41,27,9,9,3,4,0,3,55,22,15,12,8,8,12
1991-308,Munich,Clay,32,A,19910429,3,100607,,LL,Eduardo Bengoechea,R,185,ARG,31.82477755,176,155,101276,,,Horacio De La Pena,L,180,ARG,24.74195756,55,555,4-6 7-5 6-1,3,R32,149,1,0,98,80,47,8,14,12,17,3,2,106,85,46,8,15,11,19
