tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
1991-441,Long Island,Hard,32,A,19910819,19,101358,,Q,Olivier Delaitre,R,170,FRA,24.21629021,131,270,101723,,,Magnus Larsson,R,193,SWE,21.4017796,56,557,6-0 2-6 6-1,3,R16,67,1,3,55,20,16,20,11,0,2,2,1,55,34,16,11,10,3,8
1991-441,Long Island,Hard,32,A,19910819,20,101285,,,Thierry Champion,R,183,FRA,24.96646133,53,598,101179,,,Jean Philippe Fleurian,R,185,FRA,25.93566051,64,524,5-7 6-4 7-5,3,R16,146,2,0,116,84,48,20,17,11,16,5,2,102,65,41,18,17,5,11
1991-441,Long Island,Hard,32,A,19910819,21,100954,,,Luiz Mattar,R,183,BRA,28.00273785,72,474,102148,,,Fabrice Santoro,R,178,FRA,18.69130732,36,771,6-0 6-4,3,R16,79,5,0,60,35,26,13,8,5,6,0,1,56,44,20,5,8,4,9
1991-441,Long Island,Hard,32,A,19910819,22,100581,4,,John Mcenroe,L,180,USA,32.50376454,17,1214,101977,,Q,Patricio Arnold,R,183,ARG,19.83025325,,,6-1 6-3,3,R16,64,1,2,38,25,23,9,8,0,0,5,3,62,31,20,12,8,8,12
1991-441,Long Island,Hard,32,A,19910819,23,101481,8,,Omar Camporese,R,188,ITA,23.27994524,31,846,101265,,,Patrick Mcenroe,R,183,USA,25.13347023,35,775,6-3 3-6 6-3,3,R16,135,12,6,98,51,38,22,14,7,9,6,2,85,53,38,14,13,6,9
1991-441,Long Island,Hard,32,A,19910819,24,100656,2,,Ivan Lendl,R,188,USA,31.44969199,5,2422,101117,,,Eric Jelen,R,180,GER,26.43942505,86,423,6-2 6-0,3,R16,50,2,0,39,21,17,12,7,2,2,0,2,44,31,17,2,7,3,8
1991-441,Long Island,Hard,32,A,19910819,25,101222,1,,Stefan Edberg,R,188,SWE,25.5797399,2,3353,100284,,WC,Jimmy Connors,L,178,USA,38.9596167,195,160,6-3 4-6 6-4,3,QF,138,1,6,99,57,31,23,14,12,17,2,3,90,50,32,17,15,6,13
1991-441,Long Island,Hard,32,A,19910819,26,101358,,Q,Olivier Delaitre,R,170,FRA,24.21629021,131,270,101285,,,Thierry Champion,R,183,FRA,24.96646133,53,598,6-4 6-4,3,QF,78,3,1,64,51,36,7,10,4,5,2,0,51,45,26,4,10,1,4
1991-441,Long Island,Hard,32,A,19910819,27,100581,4,,John Mcenroe,L,180,USA,32.50376454,17,1214,100954,,,Luiz Mattar,R,183,BRA,28.00273785,72,474,6-3 6-1,3,QF,59,4,1,37,19,16,13,8,1,2,2,1,44,20,12,9,8,2,7
1991-441,Long Island,Hard,32,A,19910819,28,100656,2,,Ivan Lendl,R,188,USA,31.44969199,5,2422,101481,8,,Omar Camporese,R,188,ITA,23.27994524,31,846,7-6(5) 6-3,3,QF,118,5,4,71,38,28,23,11,3,4,5,3,79,35,30,19,10,7,9
1991-441,Long Island,Hard,32,A,19910819,29,101222,1,,Stefan Edberg,R,188,SWE,25.5797399,2,3353,101358,,Q,Olivier Delaitre,R,170,FRA,24.21629021,131,270,6-1 7-6(4),3,SF,79,5,4,57,35,29,11,9,1,2,1,2,63,28,16,17,10,3,7
1991-441,Long Island,Hard,32,A,19910819,30,100656,2,,Ivan Lendl,R,188,USA,31.44969199,5,2422,100581,4,,John Mcenroe,L,180,USA,32.50376454,17,1214,6-3 7-5,3,SF,138,3,6,78,41,26,20,10,6,8,2,7,80,37,21,19,11,3,8
1991-441,Long Island,Hard,32,A,19910819,31,100656,2,,Ivan Lendl,R,188,USA,31.44969199,5,2422,101222,1,,Stefan Edberg,R,188,SWE,25.5797399,2,3353,6-3 6-2,3,F,81,2,0,50,28,18,12,8,3,5,0,2,53,29,18,6,9,1,7
1991-440,Rosmalen,Grass,32,A,19910610,1,101249,,,Andrei Olhovskiy,R,185,RUS,25.15263518,127,295,101098,1,,Guy Forget,L,190,FRA,26.42847365,7,1619,6-3 4-6 6-1,3,R32,89,5,3,71,35,28,24,13,0,1,8,6,91,44,31,20,13,8,12
1991-440,Rosmalen,Grass,32,A,19910610,2,100772,,,Kelly Evernden,R,175,NZL,29.71663244,117,319,101265,,,Patrick Mcenroe,R,183,USA,24.94182067,37,704,6-3 6-7(4) 6-3,3,R32,140,10,0,78,41,36,24,14,0,1,2,3,108,66,46,19,16,6,11
1991-440,Rosmalen,Grass,32,A,19910610,3,100728,,Q,Todd Nelson,R,185,USA,30.22861054,415,37,101237,,,Danilo Marcelino,R,193,BRA,25.25667351,142,267,7-6(5) 6-7(5) 7-5,3,R32,131,8,9,125,86,65,15,18,1,4,0,5,126,76,54,23,18,3,7
1991-440,Rosmalen,Grass,32,A,19910610,4,101500,,,Christian Saceanu,R,190,GER,22.92128679,110,338,101820,8,,Marc Rosset,R,201,SUI,20.58863792,33,763,6-3 6-3,3,R32,58,2,0,42,31,27,9,9,0,0,7,3,57,25,18,14,9,3,6
1991-440,Rosmalen,Grass,32,A,19910610,5,101084,4,,Jakob Hlasek,R,188,SUI,26.57357974,15,1224,101797,,,Jacco Eltingh,R,188,NED,20.78028747,106,356,3-6 7-5 7-5,3,R32,120,15,7,94,57,50,19,16,7,8,11,13,126,71,53,28,17,15,17
1991-440,Rosmalen,Grass,32,A,19910610,6,101733,,,Jan Siemerink,L,183,NED,21.15537303,39,692,100532,,WC,Johan Kriek,R,175,USA,33.18001369,1052,1,7-5 6-2,3,R32,74,4,9,70,31,25,19,10,6,7,5,7,83,46,29,14,10,10,14
1991-440,Rosmalen,Grass,32,A,19910610,7,101195,,,Amos Mansdorf,R,175,ISR,25.63723477,46,643,100829,,,Jan Gunnarsson,R,185,SWE,29.0294319,99,382,3-6 6-4 6-4,3,R32,101,11,3,93,55,43,18,14,11,13,7,8,104,54,46,17,15,9,12
1991-440,Rosmalen,Grass,32,A,19910610,8,101334,6,,Alexander Volkov,L,188,RUS,24.27104723,22,1019,100939,,Q,Joey Rive,L,185,USA,27.92334018,209,121,6-1 6-4,3,R32,70,8,5,51,25,24,11,9,2,3,2,3,56,36,15,11,8,7,11
1991-440,Rosmalen,Grass,32,A,19910610,9,101191,5,,Richey Reneberg,R,180,USA,25.67830253,20,1085,101900,,WC,Nicklas Kulti,R,190,SWE,20.13415469,36,715,2-6 6-4 6-2,3,R32,95,4,6,87,45,29,25,13,6,8,5,2,88,43,31,23,13,4,7
1991-440,Rosmalen,Grass,32,A,19910610,10,101717,,,Diego Nargiso,L,188,ITA,21.23750856,136,281,101174,,,Fernando Roese,R,190,BRA,25.79329227,144,247,6-3 6-2,3,R32,58,10,4,53,35,27,12,9,3,3,1,5,46,26,18,8,8,3,6
1991-440,Rosmalen,Grass,32,A,19910610,11,101835,,Q,Arne Thoms,R,188,GER,20.43805613,333,57,101214,,,Bryan Shelton,R,185,USA,25.46475017,138,272,7-6(4) 6-3,3,R32,90,2,7,78,48,34,17,11,6,7,1,4,64,39,29,11,10,2,4
1991-440,Rosmalen,Grass,32,A,19910610,12,100628,,WC,Michiel Schapers,R,201,NED,31.66324435,232,102,101030,3,,Goran Prpic,R,180,CRO,27.09924709,18,1171,6-4 6-3,3,R32,60,1,4,59,37,30,13,10,2,2,1,1,50,36,22,9,9,3,5
1991-440,Rosmalen,Grass,32,A,19910610,13,101510,,,Henrik Holm,R,183,SWE,22.7980835,128,293,101750,7,,Cristiano Caratti,R,178,ITA,21.045859,28,912,7-6(5) 6-2,3,R32,82,9,2,66,30,26,22,10,3,4,0,4,67,34,24,18,10,4,7
1991-440,Rosmalen,Grass,32,A,19910610,14,101990,,,Richard Krajicek,R,196,NED,19.50992471,60,568,101901,,,Chuck Adams,R,185,USA,20.13141684,126,295,6-2 6-2,3,R32,50,6,3,42,28,24,9,8,1,1,0,3,58,41,22,8,8,6,10
1991-440,Rosmalen,Grass,32,A,19910610,15,101235,,,Paul Haarhuis,R,188,NED,25.30321697,49,626,100747,,LL,Glenn Layendecker,L,185,USA,30.0862423,149,224,6-4 6-1,3,R32,53,3,0,46,27,19,13,9,0,1,2,3,41,25,12,7,8,0,4
1991-440,Rosmalen,Grass,32,A,19910610,16,101529,2,,Michael Stich,R,193,GER,22.64202601,9,1581,101154,,Q,Simon Youl,R,185,AUS,25.94113621,160,192,7-6(8) 6-3,3,R32,82,0,4,74,45,33,17,10,3,4,4,3,72,40,29,17,11,1,4
1991-440,Rosmalen,Grass,32,A,19910610,17,101249,,,Andrei Olhovskiy,R,185,RUS,25.15263518,127,295,100772,,,Kelly Evernden,R,175,NZL,29.71663244,117,319,3-6 6-3 6-4,3,R16,97,3,2,80,46,34,19,14,2,4,4,3,85,49,41,12,14,5,8
1991-440,Rosmalen,Grass,32,A,19910610,18,101500,,,Christian Saceanu,R,190,GER,22.92128679,110,338,100728,,Q,Todd Nelson,R,185,USA,30.22861054,415,37,6-3 6-2,3,R16,74,2,2,51,23,17,22,9,2,2,0,5,63,29,18,16,8,5,8
1991-440,Rosmalen,Grass,32,A,19910610,19,101084,4,,Jakob Hlasek,R,188,SUI,26.57357974,15,1224,101733,,,Jan Siemerink,L,183,NED,21.15537303,39,692,7-6(4) 7-5,3,R16,75,6,8,87,55,41,20,12,8,8,9,5,68,46,38,11,12,4,5
1991-440,Rosmalen,Grass,32,A,19910610,20,101195,,,Amos Mansdorf,R,175,ISR,25.63723477,46,643,101334,6,,Alexander Volkov,L,188,RUS,24.27104723,22,1019,6-7(5) 7-6(2) 6-3,3,R16,129,6,6,101,43,31,32,16,3,7,7,13,135,67,43,35,17,10,16
1991-440,Rosmalen,Grass,32,A,19910610,21,101717,,,Diego Nargiso,L,188,ITA,21.23750856,136,281,101191,5,,Richey Reneberg,R,180,USA,25.67830253,20,1085,7-6(5) 7-6(9),3,R16,120,6,7,79,41,35,26,12,1,1,1,5,103,67,50,18,12,3,3
1991-440,Rosmalen,Grass,32,A,19910610,22,100628,,WC,Michiel Schapers,R,201,NED,31.66324435,232,102,101835,,Q,Arne Thoms,R,188,GER,20.43805613,333,57,4-6 6-3 6-2,3,R16,88,2,3,76,55,44,10,14,0,1,0,5,77,47,33,17,13,4,7
1991-440,Rosmalen,Grass,32,A,19910610,23,101990,,,Richard Krajicek,R,196,NED,19.50992471,60,568,101510,,,Henrik Holm,R,183,SWE,22.7980835,128,293,6-3 4-6 6-4,3,R16,105,5,6,73,37,32,22,14,2,3,4,6,104,60,44,22,15,9,12
1991-440,Rosmalen,Grass,32,A,19910610,24,101529,2,,Michael Stich,R,193,GER,22.64202601,9,1581,101235,,,Paul Haarhuis,R,188,NED,25.30321697,49,626,6-3 6-3,3,R16,56,6,4,66,41,31,13,9,6,6,1,3,46,27,16,9,9,0,3
1991-440,Rosmalen,Grass,32,A,19910610,25,101500,,,Christian Saceanu,R,190,GER,22.92128679,110,338,101249,,,Andrei Olhovskiy,R,185,RUS,25.15263518,127,295,6-3 6-2,3,QF,55,3,4,50,30,25,13,9,3,3,2,4,54,37,23,7,8,8,11
1991-440,Rosmalen,Grass,32,A,19910610,26,101084,4,,Jakob Hlasek,R,188,SUI,26.57357974,15,1224,101195,,,Amos Mansdorf,R,175,ISR,25.63723477,46,643,6-4 6-3,3,QF,65,5,2,51,27,21,16,9,1,2,2,7,81,44,25,17,10,11,15
1991-440,Rosmalen,Grass,32,A,19910610,27,100628,,WC,Michiel Schapers,R,201,NED,31.66324435,232,102,101717,,,Diego Nargiso,L,188,ITA,21.23750856,136,281,7-6(3) 7-5,3,QF,105,1,3,77,52,39,16,12,3,4,7,6,76,47,37,13,12,4,6
1991-440,Rosmalen,Grass,32,A,19910610,28,101529,2,,Michael Stich,R,193,GER,22.64202601,9,1581,101990,,,Richard Krajicek,R,196,NED,19.50992471,60,568,6-4 7-6(7),3,QF,92,5,4,90,51,37,24,11,6,6,4,3,70,33,28,23,11,0,1
1991-440,Rosmalen,Grass,32,A,19910610,29,101500,,,Christian Saceanu,R,190,GER,22.92128679,110,338,101084,4,,Jakob Hlasek,R,188,SUI,26.57357974,15,1224,6-3 3-6 7-6(5),3,SF,120,7,6,92,48,40,27,15,4,5,3,10,107,60,53,20,15,5,6
1991-440,Rosmalen,Grass,32,A,19910610,30,100628,,WC,Michiel Schapers,R,201,NED,31.66324435,232,102,101529,2,,Michael Stich,R,193,GER,22.64202601,9,1581,6-4 7-6(4),3,SF,73,2,2,60,34,31,17,11,1,2,2,0,65,42,27,16,11,1,3
1991-440,Rosmalen,Grass,32,A,19910610,31,101500,,,Christian Saceanu,R,190,GER,22.92128679,110,338,100628,,WC,Michiel Schapers,R,201,NED,31.66324435,232,102,6-1 3-6 7-5,3,F,109,6,6,88,50,40,18,14,7,9,6,7,94,55,37,19,14,9,13
1991-367,Athens,Clay,32,A,19910930,1,101843,1,,Sergi Bruguera,R,188,ESP,20.70362765,10,1521,101234,,,Patrik Kuhnen,R,190,GER,25.63175907,83,438,6-2 7-5,3,R32,93,2,1,76,39,25,19,10,5,7,1,2,65,39,24,9,10,5,10
1991-367,Athens,Clay,32,A,19910930,2,101406,,Q,Wojtek Kowalski,R,183,POL,23.97262149,298,77,101957,,Q,Milen Velev,R,,BUL,20.07118412,280,85,6-4 6-3,3,R32,81,2,1,69,37,25,18,10,4,6,0,2,55,32,20,10,9,3,7
1991-367,Athens,Clay,32,A,19910930,3,101393,,,Jens Woehrmann,R,180,GER,24.06023272,244,115,101119,,,Marian Vajda,R,173,SVK,26.51882272,57,556,6-3 6-2,3,R32,72,3,1,55,32,22,15,9,2,3,1,1,56,34,19,9,8,8,12
1991-367,Athens,Clay,32,A,19910930,4,101746,,,Renzo Furlan,R,175,ITA,21.37166324,54,588,101073,7,,Martin Jaite,R,178,ARG,26.97330595,42,731,6-1 3-6 6-3,3,R32,115,0,1,69,50,37,10,13,2,4,5,1,75,51,35,10,12,4,8
1991-367,Athens,Clay,32,A,19910930,5,101404,4,,Thomas Muster,L,180,AUT,23.9945243,32,808,101797,,,Jacco Eltingh,R,188,NED,21.08692676,96,395,6-4 6-3,3,R32,71,0,0,50,40,31,5,9,1,2,3,4,63,39,26,9,10,4,8
1991-367,Athens,Clay,32,A,19910930,6,101058,,,Francisco Yunis,R,190,ARG,27.1321013,251,108,101321,,,Juan Carlos Baguena,R,183,ESP,24.72826831,272,91,6-2 3-6 7-6(5),3,R32,171,1,4,103,60,39,27,14,12,15,1,2,100,55,36,25,15,7,11
1991-367,Athens,Clay,32,A,19910930,7,101642,,,Bart Wuyts,R,178,BEL,22.03969884,90,408,100619,,WC,George Kalovelonis,R,190,GRE,32.10403833,1109,1,6-4 3-6 6-3,3,R32,125,0,2,79,70,45,2,14,2,6,13,2,108,60,40,18,14,8,13
1991-367,Athens,Clay,32,A,19910930,8,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.94387406,44,702,101448,,WC,Tasos Bavelas,L,,GRE,23.58932238,657,14,6-3 6-1,3,R32,65,1,0,48,37,29,5,8,1,2,1,4,46,28,13,6,8,1,6
1991-367,Athens,Clay,32,A,19910930,9,101532,5,,Francisco Clavet,L,183,ESP,22.93223819,40,748,100995,,,Eduardo Masso,L,178,BEL,27.71800137,101,384,7-6(5) 6-3,3,R32,115,2,1,74,40,26,21,10,5,7,2,4,74,34,23,17,11,3,7
1991-367,Athens,Clay,32,A,19910930,10,101243,,,Roberto Azar,L,185,ARG,25.52772074,99,389,102247,,Q,Andrea Gaudenzi,R,183,ITA,18.16837782,720,11,6-3 6-0,3,R32,65,1,2,43,32,26,7,8,0,0,2,0,50,40,23,1,7,6,10
1991-367,Athens,Clay,32,A,19910930,11,101767,,,Lars Jonsson,R,188,SWE,21.25941136,72,468,101382,,,Marcelo Filippini,R,178,URU,24.15605749,80,447,6-2 0-6 6-3,3,R32,123,0,1,95,70,39,13,12,11,16,2,3,69,36,23,14,11,4,9
1991-367,Athens,Clay,32,A,19910930,12,101439,3,,Javier Sanchez,R,178,ESP,23.6605065,30,829,101463,,,Bernd Karbacher,R,185,GER,23.49075975,239,117,6-4 7-6(3),3,R32,85,2,0,65,49,35,15,11,2,3,3,0,67,35,32,11,11,3,5
1991-367,Athens,Clay,32,A,19910930,13,101063,8,,Jordi Arrese,R,175,ESP,27.08555784,36,780,101502,,Q,Torben Theine,L,183,GER,23.22245038,341,61,7-6(6) 6-1,3,R32,97,1,2,65,41,29,7,10,3,6,1,1,64,48,21,8,9,3,8
1991-367,Athens,Clay,32,A,19910930,14,101725,,,Gabriel Markus,R,180,ARG,21.50034223,73,466,101387,,,Claudio Pistolesi,R,180,ITA,24.09856263,123,309,6-2 3-6 6-1,3,R32,109,2,5,87,64,42,8,12,8,11,3,4,77,55,28,9,12,6,12
1991-367,Athens,Clay,32,A,19910930,15,101440,,,Mark Koevermans,R,185,NED,23.6550308,46,696,101479,,,T Middleton,R,183,USA,23.41136208,225,130,6-1 6-2,3,R32,60,3,0,44,31,26,9,8,1,1,1,0,50,35,21,2,7,6,10
1991-367,Athens,Clay,32,A,19910930,16,101482,,,Markus Zoecke,R,196,GER,23.38945927,100,388,101030,2,,Goran Prpic,R,180,CRO,27.40588638,16,1161,7-6(4) 3-6 6-4,3,R32,169,4,2,106,73,54,14,16,7,11,3,0,117,92,61,10,15,13,16
1991-367,Athens,Clay,32,A,19910930,17,101843,1,,Sergi Bruguera,R,188,ESP,20.70362765,10,1521,101406,,Q,Wojtek Kowalski,R,183,POL,23.97262149,298,77,6-2 6-1,3,R16,68,6,2,53,29,23,14,8,4,4,5,4,55,27,18,9,7,8,11
1991-367,Athens,Clay,32,A,19910930,18,101746,,,Renzo Furlan,R,175,ITA,21.37166324,54,588,101393,,,Jens Woehrmann,R,180,GER,24.06023272,244,115,7-5 6-0,3,R16,110,1,1,59,41,29,8,9,1,2,0,0,70,43,23,10,9,5,10
1991-367,Athens,Clay,32,A,19910930,19,101404,4,,Thomas Muster,L,180,AUT,23.9945243,32,808,101058,,,Francisco Yunis,R,190,ARG,27.1321013,251,108,6-4 6-3,3,R16,92,0,0,53,41,30,9,9,2,2,1,0,68,44,27,10,10,5,8
1991-367,Athens,Clay,32,A,19910930,20,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.94387406,44,702,101642,,,Bart Wuyts,R,178,BEL,22.03969884,90,408,6-1 6-2,3,R16,81,1,1,58,38,26,11,8,4,5,1,3,48,40,17,2,7,5,10
1991-367,Athens,Clay,32,A,19910930,21,101532,5,,Francisco Clavet,L,183,ESP,22.93223819,40,748,101243,,,Roberto Azar,L,185,ARG,25.52772074,99,389,4-6 6-4 6-0,3,R16,102,2,1,78,54,38,17,13,3,4,3,5,78,57,34,11,13,8,12
1991-367,Athens,Clay,32,A,19910930,22,101767,,,Lars Jonsson,R,188,SWE,21.25941136,72,468,101439,3,,Javier Sanchez,R,178,ESP,23.6605065,30,829,6-4 3-6 6-4,3,R16,103,0,1,69,55,32,8,14,0,5,3,4,90,56,32,18,15,9,15
1991-367,Athens,Clay,32,A,19910930,23,101063,8,,Jordi Arrese,R,175,ESP,27.08555784,36,780,101725,,,Gabriel Markus,R,180,ARG,21.50034223,73,466,6-2 6-4,3,R16,81,0,0,50,41,27,5,9,1,3,0,2,74,43,27,10,9,7,12
1991-367,Athens,Clay,32,A,19910930,24,101440,,,Mark Koevermans,R,185,NED,23.6550308,46,696,101482,,,Markus Zoecke,R,196,GER,23.38945927,100,388,6-0 6-2,3,R16,56,4,0,35,20,19,10,7,2,2,0,0,42,27,12,5,7,3,8
1991-367,Athens,Clay,32,A,19910930,25,101843,1,,Sergi Bruguera,R,188,ESP,20.70362765,10,1521,101746,,,Renzo Furlan,R,175,ITA,21.37166324,54,588,6-2 6-2,3,QF,85,2,0,50,27,18,15,8,2,3,0,1,66,41,20,11,8,3,8
1991-367,Athens,Clay,32,A,19910930,26,101404,4,,Thomas Muster,L,180,AUT,23.9945243,32,808,101649,6,,Guillermo Perez Roldan,R,178,ARG,21.94387406,44,702,6-3 3-6 7-6(3),3,QF,145,0,0,97,80,49,14,15,5,8,3,2,107,55,36,28,15,2,5
1991-367,Athens,Clay,32,A,19910930,27,101532,5,,Francisco Clavet,L,183,ESP,22.93223819,40,748,101767,,,Lars Jonsson,R,188,SWE,21.25941136,72,468,7-6(5) 0-1,3,QF,100,2,2,74,57,38,13,10,9,10,2,0,68,52,30,9,9,7,10
1991-367,Athens,Clay,32,A,19910930,28,101063,8,,Jordi Arrese,R,175,ESP,27.08555784,36,780,101440,,,Mark Koevermans,R,185,NED,23.6550308,46,696,2-6 6-3 6-4,3,QF,151,0,0,96,72,47,11,14,9,13,6,2,90,49,35,16,13,9,13
1991-367,Athens,Clay,32,A,19910930,29,101843,1,,Sergi Bruguera,R,188,ESP,20.70362765,10,1521,101404,4,,Thomas Muster,L,180,AUT,23.9945243,32,808,1-6 6-2 6-0,3,SF,84,4,0,66,39,26,10,11,3,7,0,1,56,45,20,4,10,2,8
1991-367,Athens,Clay,32,A,19910930,30,101063,8,,Jordi Arrese,R,175,ESP,27.08555784,36,780,101532,5,,Francisco Clavet,L,183,ESP,22.93223819,40,748,7-5 6-2,3,SF,104,1,0,61,41,26,13,10,6,8,1,1,68,39,24,11,10,6,11
1991-367,Athens,Clay,32,A,19910930,31,101843,1,,Sergi Bruguera,R,188,ESP,20.70362765,10,1521,101063,8,,Jordi Arrese,R,175,ESP,27.08555784,36,780,7-5 6-3,3,F,88,6,0,60,41,31,13,11,1,2,2,5,64,48,31,7,10,8,11
1991-201,Guaruja,Hard,32,A,19910204,1,101549,,,Rodolphe Gilbert,L,183,FRA,22.14647502,,,100954,1,,Luiz Mattar,R,183,BRA,27.4661191,,,6-3 6-2,3,R32,67,3,0,38,24,20,9,8,0,1,5,1,59,34,21,9,9,9,14
1991-201,Guaruja,Hard,32,A,19910204,2,100782,,,Pablo Arraya,R,180,PER,29.28952772,,,100711,,,Pedro Rebolledo,R,170,CHI,30.13278576,,,6-3 6-2,3,R32,75,1,3,63,47,35,7,9,6,6,0,0,64,47,28,6,8,2,5
1991-201,Guaruja,Hard,32,A,19910204,3,101412,,,Shuzo Matsuoka,R,185,JPN,23.24709103,,,101460,,,Jose Francisco Altur,L,190,ESP,22.86652977,,,2-6 6-3 6-4,3,R32,125,8,4,88,56,39,13,14,6,10,15,4,87,50,40,12,13,6,10
1991-201,Guaruja,Hard,32,A,19910204,4,101797,8,,Jacco Eltingh,R,188,NED,20.43531828,,,101131,,,Jimmy Brown,R,180,USA,25.77138946,,,6-4 6-1,3,R32,85,12,3,49,32,23,9,9,3,5,1,0,62,45,19,8,8,6,11
1991-201,Guaruja,Hard,32,A,19910204,5,101725,,Q,Gabriel Markus,R,180,ARG,20.84873374,,,101746,4,,Renzo Furlan,R,175,ITA,20.72005476,,,6-3 6-4,3,R32,95,4,1,64,40,27,16,10,5,7,0,2,51,24,17,11,9,1,5
1991-201,Guaruja,Hard,32,A,19910204,6,101133,,,Patrick Baur,R,188,GER,25.75770021,,,101358,,,Olivier Delaitre,R,170,FRA,23.67967146,,,6-3 4-6 6-2,3,R32,118,3,0,95,63,40,20,14,7,10,2,3,81,46,29,17,13,6,11
1991-201,Guaruja,Hard,32,A,19910204,7,100800,,,Diego Perez,R,178,URU,28.98562628,,,100942,,,Thierry Tulasne,R,178,FRA,27.56741958,,,6-2 6-3,3,R32,72,4,1,40,29,23,6,8,1,2,1,4,67,34,24,8,9,4,9
1991-201,Guaruja,Hard,32,A,19910204,8,101897,,Q,Fernando Meligeni,L,180,BRA,19.816564,,,100652,6,,Cassio Motta,R,180,BRA,30.95140315,,,6-2 6-4,3,R32,66,2,1,49,27,22,15,9,0,0,2,0,56,38,24,9,9,5,8
1991-201,Guaruja,Hard,32,A,19910204,9,101761,5,,Jaime Oncins,R,196,BRA,20.63791923,,,100949,,WC,Mauro Menezes,R,193,BRA,27.52635181,,,6-0 2-2,3,R32,39,5,0,24,15,14,6,5,0,0,0,2,32,19,12,2,5,0,3
1991-201,Guaruja,Hard,32,A,19910204,10,101510,,,Henrik Holm,R,183,SWE,22.45311431,,,101150,,Q,Gianluca Pozzi,L,180,ITA,25.63449692,,,6-2 6-7(0) 7-5,3,R32,155,8,1,103,59,39,21,16,5,9,2,1,112,69,44,17,16,9,16
1991-201,Guaruja,Hard,32,A,19910204,11,100864,,,Martin Wostenholme,R,183,CAN,28.31759069,,,101080,,,Lawson Duncan,R,185,USA,26.275154,,,7-6(3) 6-1,3,R32,85,4,3,60,43,34,10,10,3,4,2,0,57,37,24,9,9,1,4
1991-201,Guaruja,Hard,32,A,19910204,12,101341,,Q,Pablo Albano,R,178,ARG,23.81930185,,,101276,3,,Horacio De La Pena,L,180,ARG,24.5119781,,,0-6 6-4 7-6(4),3,R32,158,5,6,100,52,34,18,14,9,16,2,6,101,53,35,19,14,6,11
1991-201,Guaruja,Hard,32,A,19910204,13,101109,7,,Tarik Benhabiles,R,175,FRA,25.99589322,,,102302,,WC,Marcelo Saliola,L,178,BRA,17.09514031,,,6-4 6-1,3,R32,65,7,2,49,33,22,11,9,2,4,3,2,60,39,19,9,8,6,11
1991-201,Guaruja,Hard,32,A,19910204,14,101593,,,Chris Garner,R,180,USA,21.82888433,,,101329,,LL,Christer Allgardh,R,190,SWE,23.95619439,,,6-7(6) 7-5 6-4,3,R32,180,10,0,107,68,46,24,17,4,7,3,6,127,73,45,29,17,12,17
1991-201,Guaruja,Hard,32,A,19910204,15,101174,,WC,Fernando Roese,R,190,BRA,25.44832307,,,101226,,,Johan Carlsson,R,183,SWE,25.01574264,,,6-4 7-6(4),3,R32,114,6,2,76,47,36,12,11,4,7,0,1,68,49,29,11,11,3,7
1991-201,Guaruja,Hard,32,A,19910204,16,101237,2,,Danilo Marcelino,R,193,BRA,24.91170431,,,101382,,,Marcelo Filippini,R,178,URU,23.50444901,,,6-3 6-4,3,R32,82,3,2,58,38,31,8,10,0,1,2,2,70,41,26,11,9,6,9
1991-201,Guaruja,Hard,32,A,19910204,17,101549,,,Rodolphe Gilbert,L,183,FRA,22.14647502,,,100782,,,Pablo Arraya,R,180,PER,29.28952772,,,6-3 3-6 6-4,3,R16,111,2,3,81,44,35,19,14,5,8,4,7,84,54,38,14,14,6,10
1991-201,Guaruja,Hard,32,A,19910204,18,101412,,,Shuzo Matsuoka,R,185,JPN,23.24709103,,,101797,8,,Jacco Eltingh,R,188,NED,20.43531828,,,6-4 6-2,3,R16,73,7,2,43,28,26,10,9,0,0,5,6,56,34,24,8,9,1,4
1991-201,Guaruja,Hard,32,A,19910204,19,101133,,,Patrick Baur,R,188,GER,25.75770021,,,101725,,Q,Gabriel Markus,R,180,ARG,20.84873374,,,4-6 7-6(6) 6-2,3,R16,135,4,2,97,65,51,19,15,5,6,1,1,90,48,36,24,15,1,3
1991-201,Guaruja,Hard,32,A,19910204,20,100800,,,Diego Perez,R,178,URU,28.98562628,,,101897,,Q,Fernando Meligeni,L,180,BRA,19.816564,,,6-0 6-3,3,R16,61,3,0,35,26,21,7,7,0,0,2,3,64,34,19,10,8,5,10
1991-201,Guaruja,Hard,32,A,19910204,21,101510,,,Henrik Holm,R,183,SWE,22.45311431,,,101761,5,,Jaime Oncins,R,196,BRA,20.63791923,,,4-6 6-2 6-3,3,R16,126,13,2,92,60,43,14,14,9,12,4,4,89,48,28,20,13,8,13
